Source ,Title,Talks about LLMs,Rate,Evidence
emnlp2023,Fighting Fire with Fire: The Dual Role of LLMs in Crafting and Detecting Elusive Disinformation,Yes.,2,"""Recent ubiquity and disruptive impacts of large language models (LLMs) have raised concerns about their potential to be misused (i.e., generating large-scale harmful and misleading content)."""
emnlp2023,Let GPT be a Math Tutor: Teaching Math Word Problem Solvers with Customized Exercise Generation,Yes.,1,"""In this paper, we present a novel approach for distilling math word problem solving capabilities from large language models (LLMs) into smaller, more efficient student models."""
emnlp2023,FANToM: A Benchmark for Stress-testing Machine Theory of Mind in Interactions,Yes,5,"We show that FANToM is challenging for state-of-the-art LLMs, which perform significantly worse than humans even with chain-of-thought reasoning or fine-tuning."
emnlp2023,FreeAL: Towards Human-Free Active Learning in the Era of Large Language Models,Yes,2,their performances are still subject to human intervention.
emnlp2023,Outlier Dimensions Encode Task Specific Knowledge,Yes,3,"Previous works have argued that although ablating these outlier dimensions in LLM representations hurts downstream performance, outlier dimensions are detrimental to the representational quality of embeddings."
emnlp2023,Enhancing Computation Efficiency in Large Language Models through Weight and Activation Quantization,Yes,2,"Large Language Models (LLMs) are proficient in natural language processing tasks, but their deployment is often restricted by extensive parameter sizes and computational demands."
emnlp2023,Assessing Step-by-Step Reasoning against Lexical Negation: A Case Study on Syllogism,Yes,5,"We observed that dozens of modern LLMs were not robust against lexical negation (e.g., plausible→implausible) when performing CoT-style reasoning, and the results highlight unique limitations in each LLM family."
emnlp2023,Chain-of-Thought Tuning: Masked Language Models can also Think Step By Step in Natural Language Understanding,Yes,3,LLMs perform less well than small-scale Masked Language Models (MLMs).
emnlp2023,Is ChatGPT Good at Search? Investigating Large Language Models as Re-Ranking Agents,Yes,3,The discrepancy between the pre-training objectives of LLMs and the ranking objective poses another challenge.
emnlp2023,Dr ChatGPT tell me what I want to hear: How different prompts impact health answer correctness,Yes,5,reveal that knowledge passed in the prompt can bias the model to the detriment of answer correctness.
emnlp2023,Prompting with Pseudo-Code Instructions,Yes,1,we explore if prompting via pseudo-code instructions helps improve the performance of pre-trained language models.
emnlp2023,CRAB: Assessing the Strength of Causal Relationships Between Real-world Events,Yes,5,find that models perform worse on causal reasoning when events are derived from complex causal structures compared to simple linear causal chains.
emnlp2023,Specialist or Generalist? Instruction Tuning for Specific NLP Tasks,Yes,3,generalist data containing hallucinatory information may negatively affect the model’s performance.
emnlp2023,Making Large Language Models Better Data Creators,Yes,3,"deploying them for downstream applications is still challenging due to cost, responsiveness, control, or concerns around privacy and security."
emnlp2023,Hallucination Detection for Generative Large Language Models by Bayesian Sequential Estimation,Yes,5,"the propensity of LLMs to generate inaccurate or non-factual content, termed “hallucinations”, remains a significant challenge."
emnlp2023,Guideline Learning for In-Context Information Extraction,Yes,3,"However, the performance of In-context IE generally lags behind the state-of-the-art supervised expert models. We highlight a key reason for this shortfall: underspecified task description. The limited-length context struggles to thoroughly express the intricate IE task instructions and various edge cases, leading to misalignment in task comprehension with humans."
emnlp2023,Self-ICL: Zero-Shot In-Context Learning with Self-Generated Demonstrations,Yes,3,"different methods are proposed to select representative demonstrations from existing training corpora. However, such settings are not aligned with real-world practices, as end-users usually query LMs without access to demonstration pools."
emnlp2023,MQuAKE: Assessing Knowledge Editing in Language Models via Multi-Hop Questions,Yes,5,"current knowledge-editing approaches can recall edited facts accurately, they fail catastrophically on the constructed multi-hop questions."
emnlp2023,NL2TL: Transforming Natural Languages to Temporal Logics using Large Language Models,Yes,1,exploring the use of Large Language Models (LLMs) at multiple stages.
emnlp2023,Consistency Analysis of ChatGPT,Yes,5,"prompt designing, few-shot learning and employing larger large language models (LLMs) are unlikely to be the ultimate solution to resolve the inconsistency issue of LLMs."
emnlp2023,AnyTOD: A Programmable Task-Oriented Dialog System,Yes,1,"We view TOD as a program executed by a language model (LM), where program logic and ontology is provided by a designer as a schema."
emnlp2023,Zero-Shot Multi-Label Topic Inference with Sentence Encoders and LLMs,Yes,1,"Through extensive experimentation on seven diverse data sets, we observed that LLMs, such as ChatGPT-3.5 and PaLM, demonstrated superior generality compared to other LLMs, e.g., BLOOM and GPT-NeoX."
emnlp2023,Exploring Distributional Shifts in Large Language Models for Code Analysis,Yes,3,We establish that samples from each new domain present all the models with a significant challenge of distribution shift.
emnlp2023,A Benchmark for Reasoning with Spatial Prepositions,Yes,3,"Our results show considerable variability in the performance of smaller and larger models, as well as across prompts and languages. However, none of the models reaches human performance."
emnlp2023,Document-Level Machine Translation with Large Language Models,Yes,1,"Large language models (LLMs) such as ChatGPT can produce coherent, cohesive, relevant, and fluent answers for various natural language processing (NLP) tasks."
emnlp2023,LLM-driven Instruction Following: Progresses and Concerns,Yes,3,What concerns remain in LLM-driven instruction following?
emnlp2023,Mitigating Societal Harms in Large Language Models,Yes,5,"We will provide an overview of potential social issues in language generation, including toxicity, social biases, misinformation, factual inconsistency, and privacy violations."
emnlp2023,Creative Natural Language Generation,Yes,3,"Large language models such as GPT-3, GPT4, Claude etc., have advanced the state of the art in several natural language generation tasks such as text summarization and machine translation. However when it comes to open-ended tasks with a focus on creativity such as generating stories, poetry, or various forms of figurative language, these state-of-the-art language models are often found to be inadequate. This tutorial aims to bring awareness of the important and emerging research"
emnlp2023,Fabricator: An Open Source Toolkit for Generating Labeled Training Data with Teacher LLMs,Yes,1,"Current research addresses this bottleneck by exploring a novel paradigm called zero-shot learning via dataset generation. Here, a powerful LLM is prompted with a task description to generate labeled data that can be used to train a downstream NLP model."
