title,Mentions LLM Limitations
Explainable Verbal Reasoner Plus (EVR+): A Natural Language Reasoning Framework that Supports Diverse Compositional Reasoning,no
Causal Reasoning and Large Language Models: Opening a New Frontier for Causality,yes
Hedonic Prices and Quality Adjusted Price Indices Powered by AI,no
LLaMA-Adapter V2: Parameter-Efficient Visual Instruction Model,yes
Are Emergent Abilities of Large Language Models a Mirage?,no
Empirical Analysis of the Strengths and Weaknesses of PEFT Techniques for LLMs,yes
Towards Automated Circuit Discovery for Mechanistic Interpretability,no
ChatGPT in the Classroom: An Analysis of Its Strengths and Weaknesses for Solving Undergraduate Computer Science Questions,no
MLCopilot: Unleashing the Power of Large Language Models in Solving Machine Learning Tasks,no
CCpdf: Building a High Quality Corpus for Visually Rich Documents from Web Crawl Data,no
"ChatGPT Evaluation on Sentence Level Relations: A Focus on Temporal, Causal, and Discourse Relations",yes
ResiDual: Transformer with Dual Residual Connections,no
Are the Best Multilingual Document Embeddings simply Based on Sentence Embeddings?,yes
Training and Evaluation of a Multilingual Tokenizer for GPT-SW3,no
FlowTransformer: A Transformer Framework for Flow-based Network Intrusion Detection Systems,no
Search-in-the-Chain: Interactively Enhancing Large Language Models with Search for Knowledge-intensive Tasks,yes
Towards autonomous system: flexible modular production system enhanced with large language model agents,yes
Prompt Engineering for Healthcare: Methodologies and Applications,no
Deep Intellectual Property Protection: A Survey,no
"Outline, Then Details: Syntactically Guided Coarse-To-Fine Code Generation",no
Appropriateness is all you need!,no
Adversarial Policy Optimization in Deep Reinforcement Learning,no
Multivariate Representation Learning for Information Retrieval,no
pyBibX -- A Python Library for Bibliometric and Scientometric Analysis Powered with Artificial Intelligence Tools,no
ChatGPT as an Attack Tool: Stealthy Textual Backdoor Attack via Blackbox Generative Model Trigger,no
Framing the News:From Human Perception to Large Language Model Inferences,no
PMC-LLaMA: Towards Building Open-source Language Models for Medicine,yes
LaMini-LM: A Diverse Herd of Distilled Models from Large-Scale Instructions,yes
IconShop: Text-Guided Vector Icon Synthesis with Autoregressive Transformers,yes
We're Afraid Language Models Aren't Modeling Ambiguity,yes
Energy-based Models are Zero-Shot Planners for Compositional Scene Rearrangement,no
CONSCENDI: A Contrastive and Scenario-Guided Distillation Approach to Guardrail Models for Virtual Assistants,yes
Industrial Engineering with Large Language Models: A case study of ChatGPT's performance on Oil & Gas problems,yes
ZeroShotDataAug: Generating and Augmenting Training Data with ChatGPT,no
"Idioms, Probing and Dangerous Things: Towards Structural Probing for Idiomaticity in Vector Space",no
BCQQ: Batch-Constraint Quantum Q-Learning with Cyclic Data Re-uploading,no
q2d: Turning Questions into Dialogs to Teach Models How to Search,no
ICE-Score: Instructing Large Language Models to Evaluate Code,yes
Controlled Text Generation with Natural Language Instructions,yes
Large Language Models are Strong Zero-Shot Retriever,no
A Modular Approach for Multilingual Timex Detection and Normalization using Deep Learning and Grammar-based methods,no
UIO at SemEval-2023 Task 12: Multilingual fine-tuning for sentiment classification in low-resource languages,no
mPLUG-Owl: Modularization Empowers Large Language Models with Multimodality,no
ChatGPT vs State-of-the-Art Models: A Benchmarking Study in Keyphrase Generation Task,no
DataComp: In search of the next generation of multimodal datasets,no
ChatLog: Recording and Analyzing ChatGPT Across Time,no
Learning Human-Human Interactions in Images from Weak Textual Supervision,no
Origin Tracing and Detecting of LLMs,yes
SweCTRL-Mini: a data-transparent Transformer-based large language model for controllable text generation in Swedish,no
Federated Prompting and Chain-of-Thought Reasoning for Improving LLMs Answering,yes
The Parrot Dilemma: Human-Labeled vs. LLM-augmented Data in Classification Tasks,yes
Extracting Structured Seed-Mediated Gold Nanorod Growth Procedures from Literature with GPT-3,no
Multi-Party Chat: Conversational Agents in Group Settings with Humans and Models,no
Towards ethical multimodal systems,no
Evaluation of GPT-3.5 and GPT-4 for supporting real-world information needs in healthcare delivery,yes
Harnessing the Power of LLMs in Practice: A Survey on ChatGPT and Beyond,yes
HausaNLP at SemEval-2023 Task 12: Leveraging African Low Resource TweetData for Sentiment Analysis,no
Technical Report: Impact of Position Bias on Language Models in Token Classification,no
Towards Multi-Modal DBMSs for Seamless Querying of Texts and Tables,yes
Multidimensional Evaluation for Text Style Transfer Using ChatGPT,no
Enhancing Large Language Model with Self-Controlled Memory Framework,yes
Prompting GPT-3.5 for Text-to-SQL with De-semanticization and Skeleton Retrieval,yes
Zero-Shot Slot and Intent Detection in Low-Resource Languages,no
The Closeness of In-Context Learning and Weight Shifting for Softmax Regression,yes
The Internal State of an LLM Knows When It's Lying,yes
Exploring the Curious Case of Code Prompts,no
Towards Reliable Colorectal Cancer Polyps Classification via Vision Based Tactile Sensing and Confidence-Calibrated Neural Networks,yes
TABLET: Learning From Instructions For Tabular Data,yes
AI-assisted coding: Experiments with GPT-4,yes
Hypernymization of named entity-rich captions for grounding-based multi-modal pretraining,no
Injecting structural hints: Using language models to study inductive biases in language learning,no
Stable and low-precision training for large-scale vision-language models,no
Unstructured and structured data: Can we have the best of both worlds with large language models?,no
The Potential of Visual ChatGPT For Remote Sensing,yes
Answering Questions by Meta-Reasoning over Multiple Chains of Thought,no
"AudioGPT: Understanding and Generating Speech, Music, Sound, and Talking Head",yes
Measuring Massive Multitask Chinese Understanding,no
GMNLP at SemEval-2023 Task 12: Sentiment Analysis with Phylogeny-Based Adapters,no
Escaping the sentence-level paradigm in machine translation,no
A Closer Look at Reward Decomposition for High-Level Robotic Explanations,no
What's in a Name? Evaluating Assembly-Part Semantic Knowledge in Language Models through User-Provided Names in CAD Files,yes
Blockchain Large Language Models,no
CitePrompt: Using Prompts to Identify Citation Intent in Scientific Papers,no
What does BERT learn about prosody?,no
Compressing Sentence Representation with maximum Coding Rate Reduction,no
KINLP at SemEval-2023 Task 12: Kinyarwanda Tweet Sentiment Analysis,no
Empirical Evaluation of ChatGPT on Requirements Information Retrieval Under Zero-Shot Setting,yes
Improved Trust in Human-Robot Collaboration with ChatGPT,yes
Semantic Compression With Large Language Models,yes
AGI: Artificial General Intelligence for Education,no
Understanding and Predicting Human Label Variation in Natural Language Inference through Explanation,no
Semantic Tokenizer for Enhanced Natural Language Processing,no
Better Question-Answering Models on a Budget,no
Enriching Source Code with Contextual Data for Code Completion Models: An Empirical Study,no
WizardLM: Empowering Large Language Models to Follow Complex Instructions,yes
Unlocking Context Constraints of LLMs: Enhancing Context Efficiency of LLMs with Self-Information-Based Content Filtering,yes
"AI, write an essay for me: A large-scale comparison of human-written versus ChatGPT-generated essays",no
SocialDial: A Benchmark for Socially-Aware Dialogue Systems,no
CHEAT: A Large-scale Dataset for Detecting ChatGPT-writtEn AbsTracts,no
ThreatCrawl: A BERT-based Focused Crawler for the Cybersecurity Domain,yes
Benchmarking ChatGPT-4 on ACR Radiation Oncology In-Training (TXIT) Exam and Red Journal Gray Zone Cases: Potentials and Challenges for AI-Assisted Medical Education and Decision Making in Radiation Oncology,yes
Is ChatGPT the Ultimate Programming Assistant -- How far is it?,yes
"Pre-trained Embeddings for Entity Resolution: An Experimental Analysis [Experiment, Analysis & Benchmark]",no
"ChatLLM Network: More brains, More intelligence",no
Text-to-Audio Generation using Instruction-Tuned LLM and Latent Diffusion Model,no
Generation-driven Contrastive Self-training for Zero-shot Text Classification with Instruction-tuned GPT,yes
PARAGRAPH2GRAPH: A GNN-based framework for layout paragraph analysis,yes
A Lightweight Constrained Generation Alternative for Query-focused Summarization,yes
Domain Mastery Benchmark: An Ever-Updating Benchmark for Evaluating Holistic Domain Knowledge of Large Language Model--A Preliminary Release,yes
Enhancing Chain-of-Thoughts Prompting with Iterative Bootstrapping in Large Language Models,yes
"Evaluating ChatGPT's Information Extraction Capabilities: An Assessment of Performance, Explainability, Calibration, and Faithfulness",yes
System III: Learning with Domain Knowledge for Safety Constraints,no
Epistemic considerations when AI answers questions for us,no
Differentiate ChatGPT-generated and Human-written Medical Texts,yes
Divide and Prompt: Chain of Thought Prompting for Text-to-SQL,yes
Processing Natural Language on Embedded Devices: How Well Do Transformer Models Perform?,no
Boosting Theory-of-Mind Performance in Large Language Models via Prompting,yes
LLM+P: Empowering Large Language Models with Optimal Planning Proficiency,yes
N2G: A Scalable Approach for Quantifying Interpretable Neuron Representations in Large Language Models,yes
Recurrent Neural Networks and Long Short-Term Memory Networks: Tutorial and Survey,no
L3Cube-IndicSBERT: A simple approach for learning cross-lingual sentence representations using multilingual BERT,no
Pipeline MoE: A Flexible MoE Implementation with Pipeline Parallelism,no
LaMP: When Large Language Models Meet Personalization,no
Transformer-Based Language Model Surprisal Predicts Human Reading Times Best with About Two Billion Training Tokens,yes
SAILER: Structure-aware Pre-trained Language Model for Legal Case Retrieval,yes
Semantic Specialization for Knowledge-based Word Sense Disambiguation,no
Dialectical language model evaluation: An initial appraisal of the commonsense spatial reasoning abilities of LLMs,no
The Role of AI in Human-AI Creative Writing for Hong Kong Secondary Students,no
"Generative AI Perceptions: A Survey to Measure the Perceptions of Faculty, Staff, and Students on Generative AI Tools in Academia",no
"ChatGPT, Large Language Technologies, and the Bumpy Road of Benefiting Humanity",no
Who's the Best Detective? LLMs vs. MLs in Detecting Incoherent Fourth Grade Math Answers,yes
Spatial-Language Attention Policies for Efficient Robot Learning,no
Emergent and Predictable Memorization in Large Language Models,yes
Building Multimodal AI Chatbots,no
The Dark Side of ChatGPT: Legal and Ethical Challenges from Stochastic Parrots and Hallucination,yes
