Source ,Title,Talks about LLMs,Rate,Evidence,Year ,Date ,Keyphrase,Combined_Text
arxiv2024,Invariant Test-Time Adaptation for Vision-Language Model Generalization,Yes.,4,"""However, these models display significant limitations when applied to long-tail tasks, such as fine-grained image classification, as a result of 'decision shortcuts' that hinders their generalization capabilities."" and ""the underperformance of CLIP on downstream tasks originates from its inability to effectively utilize pre-trained features in",2024,2024-03-01T09:01:53Z,"Keyphrase: ""Limited generalization in longtail tasks""","""However, these models display significant limitations when applied to long-tail tasks, such as fine-grained image classification, as a result of 'decision shortcuts' that hinders their generalization capabilities."" and ""the underperformance of CLIP on downstream tasks originates from its inability to effectively utilize pre-trained features in Keyphrase: ""Limited generalization in longtail tasks"""
arxiv2024,Teach LLMs to Phish: Stealing Private Information from Language Models,Yes.,5,"""When large language models are trained on private data, it can be a significant privacy risk for them to memorize and regurgitate sensitive information.""",2024,2024-03-01T06:15:07Z,"Keyphrase: ""Privacy risks and sensitive information memorization""","""When large language models are trained on private data, it can be a significant privacy risk for them to memorize and regurgitate sensitive information."" Keyphrase: ""Privacy risks and sensitive information memorization"""
arxiv2024,DPP-Based Adversarial Prompt Searching for Lanugage Models,Yes.,4,"""Language models risk generating mindless and offensive content, which hinders their safe deployment."" and ""Experimental results on six different pre-trained language models demonstrate the efficacy of ASRA for eliciting toxic content.""",2024,2024-03-01T05:28:06Z,"Keyphrase: ""Generation of offensive content""","""Language models risk generating mindless and offensive content, which hinders their safe deployment."" and ""Experimental results on six different pre-trained language models demonstrate the efficacy of ASRA for eliciting toxic content."" Keyphrase: ""Generation of offensive content"""
arxiv2024,Gender Bias in Large Language Models across Multiple Languages,Yes.,5,"""assessing the influence of gender biases embedded in LLMs becomes crucial"" and ""Our findings revealed significant gender biases across all the languages we examined.""",2024,2024-03-01T04:47:16Z,"Keyphrase: ""Gender bias""","""assessing the influence of gender biases embedded in LLMs becomes crucial"" and ""Our findings revealed significant gender biases across all the languages we examined."" Keyphrase: ""Gender bias"""
arxiv2024,Extracting Polymer Nanocomposite Samples from Full-Length Documents,Yes.,5,"""Our findings show that even advanced LLMs struggle to extract all of the samples from an article. Finally, we analyze the errors encountered in this process, categorizing them into three main challenges, and discuss potential strategies for future research to overcome them.""",2024,2024-03-01T03:51:56Z,"Keyphrase: ""Challenges in information extraction""","""Our findings show that even advanced LLMs struggle to extract all of the samples from an article. Finally, we analyze the errors encountered in this process, categorizing them into three main challenges, and discuss potential strategies for future research to overcome them."" Keyphrase: ""Challenges in information extraction"""
arxiv2024,Gradient Cuff: Detecting Jailbreak Attacks on Large Language Models by Exploring Refusal Loss Landscapes,Yes.,4,"""recent studies have highlighted the vulnerability of LLMs to adversarial jailbreak attempts aiming at subverting the embedded safety guardrails.""",2024,2024-03-01T03:29:54Z,"Keyphrase: ""Vulnerability to adversarial jailbreak attempts""","""recent studies have highlighted the vulnerability of LLMs to adversarial jailbreak attempts aiming at subverting the embedded safety guardrails."" Keyphrase: ""Vulnerability to adversarial jailbreak attempts"""
arxiv2024,Multimodal ArXiv: A Dataset for Improving Scientific Comprehension of Large Vision-Language Models,Yes.,5,"""However, their ability to interpret abstract figures, such as geometry shapes and scientific plots, remains limited due to a scarcity of training datasets in scientific domains."" and ""Our error analysis uncovers misinterpretations of visual context, recognition errors, and the production of overly simplified captions by current LVLMs, shedding light on future improvements.""",2024,2024-03-01T02:21:30Z,"Keyphrase: ""Limited interpretive abilities in scientific contexts""","""However, their ability to interpret abstract figures, such as geometry shapes and scientific plots, remains limited due to a scarcity of training datasets in scientific domains."" and ""Our error analysis uncovers misinterpretations of visual context, recognition errors, and the production of overly simplified captions by current LVLMs, shedding light on future improvements."" Keyphrase: ""Limited interpretive abilities in scientific contexts"""
arxiv2024,AXOLOTL: Fairness through Assisted Self-Debiasing of Large Language Model Outputs,Yes.,4,"""Pre-trained Large Language Models (LLMs) have significantly advanced natural language processing capabilities but are susceptible to biases present in their training data, leading to unfair outcomes in various applications.""",2024,2024-03-01T00:02:37Z,"Keyphrase: ""Bias from training data""","""Pre-trained Large Language Models (LLMs) have significantly advanced natural language processing capabilities but are susceptible to biases present in their training data, leading to unfair outcomes in various applications."" Keyphrase: ""Bias from training data"""
arxiv2024,FAC$^2$E: Better Understanding Large Language Model Capabilities by Dissociating Language and Cognition,Yes.,5,"""such a paradigm fails to comprehensively differentiate the fine-grained language and cognitive skills, rendering the lack of sufficient interpretation to LLMs' capabilities"" and ""we identify a common shortfall in knowledge utilization among models.""",2024,2024-02-29T21:05:37Z,"Keyphrase: ""Limited cognitive skill differentiation""","""such a paradigm fails to comprehensively differentiate the fine-grained language and cognitive skills, rendering the lack of sufficient interpretation to LLMs' capabilities"" and ""we identify a common shortfall in knowledge utilization among models."" Keyphrase: ""Limited cognitive skill differentiation"""
arxiv2024,NewsBench: Systematic Evaluation of LLMs for Writing Proficiency and Safety Adherence in Chinese Journalistic Editorial Applications,Yes.,4,"""highlighted GPT-4 and ERNIE Bot as top performers, yet revealed a relative deficiency in journalistic ethic adherence during creative writing tasks.""",2024,2024-02-29T21:05:14Z,"Keyphrase: ""Ethical and creative deficiencies""","""highlighted GPT-4 and ERNIE Bot as top performers, yet revealed a relative deficiency in journalistic ethic adherence during creative writing tasks."" Keyphrase: ""Ethical and creative deficiencies"""
arxiv2024,Direct Alignment of Draft Model for Speculative Decoding with Chat-Fine-Tuned LLMs,Yes.,5,"""Text generation with Large Language Models (LLMs) is known to be memory bound due to the combination of their auto-regressive nature, huge parameter counts, and limited memory bandwidths, often resulting in low token rates.""",2024,2024-02-29T19:55:06Z,"Keyphrase: ""Memory limitations""","""Text generation with Large Language Models (LLMs) is known to be memory bound due to the combination of their auto-regressive nature, huge parameter counts, and limited memory bandwidths, often resulting in low token rates."" Keyphrase: ""Memory limitations"""
arxiv2024,PROC2PDDL: Open-Domain Planning Representations from Texts,Yes.,5,"""We show that Proc2PDDL is highly challenging, with GPT-3.5's success rate close to 0% and GPT-4's around 35%. Our analysis shows both syntactic and semantic errors, indicating LMs' deficiency in both generating domain-specific programs and reasoning about events.""",2024,2024-02-29T19:40:25Z,"Keyphrase: ""Domain-specific program generation deficiency""","""We show that Proc2PDDL is highly challenging, with GPT-3.5's success rate close to 0% and GPT-4's around 35%. Our analysis shows both syntactic and semantic errors, indicating LMs' deficiency in both generating domain-specific programs and reasoning about events."" Keyphrase: ""Domain-specific program generation deficiency"""
